3790.30 2919.31 16.1926 0.0640000 15.8561 0.0200000 16.1414 0.0690000     0.00000     0.00000
2780.58 2926.81 20.0856 0.0260000 19.8071 0.0240000 19.6394 0.0270000     9.71431   0.0914282
3293.07 2927.34 22.5246 0.0240000 22.1371 0.0340000 21.8354 0.0290000     14.4896   0.0348872
3998.85 2930.64 17.7696 0.0160000 17.4691 0.0140000 17.2864 0.0220000     7.81628    0.354089
3689.36 2954.55 18.6716 0.0220000 18.2411 0.0160000 18.0254 0.0180000     12.5327    0.323291
3740.65 2956.94 18.7406 0.0220000 18.5041 0.0190000 18.3574 0.0140000     7.60708    0.168851
3924.58 2994.80 16.7616 0.0620000 16.5301 0.0630000 16.2694 0.0270000     4.82700    0.529413
3885.45 3001.23 16.9766 0.0710000 16.6521 0.0590000 16.3574 0.0300000     8.14920    0.679251
3622.88 3016.77 19.9446 0.0210000 19.6331 0.0200000 19.4034 0.0200000     10.7284    0.115338
4091.01 3032.34 21.1016 0.0260000 20.9651 0.0210000 20.8994 0.0250000     5.86068   0.0341931
4279.39 3040.88 20.8606 0.0230000 20.4861 0.0200000 20.2154 0.0160000     13.0197   0.0803717
3667.71 3051.81 16.5056 0.0710000 15.9581 0.0720000 15.6354 0.0640000     0.00000     0.00000
1637.49 3054.90 21.4676 0.0280000 21.2181 0.0190000 21.0614 0.0170000     9.51919   0.0406459
4190.51 3074.73 18.3146 0.0190000 17.9441 0.0140000 17.7454 0.0170000     10.4490    0.325239
4781.67 3079.44 17.3436 0.0330000 17.1091 0.0190000 16.9534 0.0220000     5.47197    0.363121
3466.26 3087.29 21.3956 0.0230000 20.6131 0.0190000 20.1514 0.0230000     26.0018    0.209504
3555.31 3097.90 19.7706 0.0250000 19.4021 0.0230000 19.1414 0.0220000     12.3432    0.150400
3647.07 3103.49 16.9916 0.0590000 16.6801 0.0650000 16.3654 0.0350000     7.60471    0.632756
4729.66 3104.22 21.9586 0.0150000 21.6041 0.0190000 21.3474 0.0200000     13.0669   0.0432911
4831.96 3120.48 23.1606 0.0190000 22.7481 0.0290000 22.5374 0.0180000     15.8741   0.0266292
1563.78 3121.63 20.2976 0.0200000 20.2371 0.0210000 20.1774 0.0180000     2.95512   0.0423396
3099.73 3124.04 23.3506 0.0310000 22.8481 0.0270000 22.5654 0.0180000     18.5904   0.0313179
3683.41 3138.83 17.0996 0.0440000 16.6101 0.0410000 16.3374 0.0330000     0.00000     0.00000
5034.76 3147.05 20.9046 0.0190000 20.8161 0.0150000 20.7204 0.0240000     4.27424   0.0323825
3637.74 3148.81 16.2356 0.0610000 16.1121 0.0540000 16.2934 0.0520000     1.14525    0.490844
4147.82 3151.88 17.6096 0.0170000 17.3111 0.0150000 17.1224 0.0160000     7.51441    0.384787
3154.33 3168.01 19.9436 0.0370000 19.4201 0.0220000 19.1734 0.0210000     17.1685    0.201849
1779.91 3178.92 17.6206 0.0300000 17.4851 0.0230000 17.4214 0.0250000     3.63735    0.213754
3892.71 3179.00 17.3486 0.0230000 17.1831 0.0130000 16.9614 0.0270000     3.77234    0.284252
3780.50 3181.41 20.5176 0.0290000 19.6171 0.0280000 19.1364 0.0210000     27.8617    0.579121
2543.38 3188.76 15.7326 0.0850000 15.3011 0.0490000 15.0644 0.0200000     0.00000     0.00000
823.680 3193.04 19.6436 0.0250000 19.5571 0.0240000 19.4884 0.0220000     3.26746   0.0640204
3582.23 3208.40 20.0096 0.0340000 19.3881 0.0370000 19.0544 0.0430000     19.5355    0.281194
4565.39 3210.58 21.5896 0.0210000 21.4521 0.0130000 21.2764 0.0180000     6.41858   0.0263554
4043.28 3239.10 20.1556 0.0200000 19.8531 0.0230000 19.6034 0.0180000     10.5602   0.0967301
4677.68 3247.02 19.5416 0.0260000 19.0321 0.0250000 18.8624 0.0150000     16.0383    0.252598
3774.17 3258.84 19.2436 0.0140000 18.9151 0.0150000 18.7044 0.0210000     10.7586    0.170935
4457.58 3259.48 17.1116 0.0410000 16.5701 0.0380000 16.2834 0.0360000     0.00000     0.00000
3946.54 3279.65 19.8936 0.0190000 19.2561 0.0180000 18.9254 0.0190000     19.7064    0.318568
4554.58 3297.19 17.8936 0.0180000 17.6561 0.0240000 17.5454 0.0240000     6.51317    0.264027
3870.76 3307.82 19.0796 0.0180000 18.8431 0.0230000 18.6854 0.0190000     7.84282    0.145277
1686.33 3317.34 24.6976 0.0580000 24.4541 0.0340000 24.2844 0.0440000     0.00000     0.00000
3505.84 3326.31 21.4666 0.0170000 20.8311 0.0140000 20.3964 0.0170000     21.6540    0.140023
3965.52 3334.26 18.8956 0.0240000 18.2931 0.0200000 17.9974 0.0160000     17.6157    0.535745
1437.45 3338.40 21.1756 0.0230000 21.0471 0.0210000 20.9494 0.0180000     5.68679   0.0315052
4000.43 3356.47 21.1736 0.0270000 20.5641 0.0210000 20.1394 0.0190000     20.6584    0.149924
1443.80 3378.84 22.6096 0.0350000 22.3191 0.0290000 22.1764 0.0270000     11.8599   0.0247013
3522.62 3379.35 20.6286 0.0250000 19.8991 0.0170000 19.5524 0.0180000     23.2463    0.282247
5056.49 3379.49 19.8486 0.0270000 19.7501 0.0270000 19.6864 0.0220000     3.78625   0.0597103
4055.78 3381.74 16.7716 0.0580000 16.2061 0.0450000 16.1064 0.0690000     0.00000     0.00000
3709.35 3382.52 19.7526 0.0180000 19.3891 0.0170000 19.1864 0.0180000     12.1785    0.149638
1893.08 3386.70 23.3086 0.0220000 23.0051 0.0160000 22.8734 0.0210000     13.4064   0.0184565
2103.90 3390.63 21.0506 0.0170000 21.0301 0.0210000 20.8704 0.0150000     2.55597   0.0246378
4871.63 3404.15 16.6946 0.0800000 16.5131 0.0610000 16.3674 0.0320000     3.23936    0.451866
630.423 3408.78 23.9426 0.0440000 23.8991 0.0380000 23.7994 0.0420000     0.00000     0.00000
3019.45 3416.58 19.4746 0.0210000 19.0031 0.0320000 18.7864 0.0260000     15.0370    0.228380
968.875 3419.94 20.6646 0.0280000 20.3931 0.0310000 20.2954 0.0180000     9.60764   0.0656436
3782.17 3420.12 19.7846 0.0130000 19.4111 0.0170000 19.1554 0.0180000     12.5053    0.151441
4333.09 3429.35 18.1866 0.0160000 17.9731 0.0270000 17.9514 0.0210000     6.52130    0.198110
4046.35 3431.12 16.9516 0.0550000 16.7501 0.0870000 16.3694 0.0320000     4.03699    0.407140
3384.53 3435.32 20.8686 0.0360000 20.2481 0.0290000 19.8714 0.0170000     20.7813    0.175566
3674.47 3435.85 18.1746 0.0190000 17.7631 0.0230000 17.5414 0.0170000     11.2833    0.405095
2590.61 3449.58 20.7806 0.0410000 20.6821 0.0200000 20.5874 0.0170000     4.46489   0.0364458
3570.48 3462.99 17.5176 0.0300000 17.1891 0.0190000 16.9324 0.0160000     8.28644    0.460924
1016.06 3465.50 20.9696 0.0230000 20.9451 0.0180000 20.8394 0.0220000     2.56491   0.0259270
2598.72 3486.63 22.5406 0.0320000 22.4331 0.0230000 22.3384 0.0320000     7.59430   0.0161301
2951.04 3511.08 16.2956 0.0550000 16.0801 0.0580000 16.0894 0.0720000     4.44438    0.706293
1946.41 3536.66 17.2126 0.0230000 17.0721 0.0180000 16.9664 0.0130000     2.92810    0.282857
4677.15 3560.61 17.0246 0.0830000 16.6281 0.0770000 16.2664 0.0340000     10.9687    0.925956
4142.77 3567.84 16.9646 0.0520000 16.3791 0.0460000 16.0984 0.0470000     0.00000     0.00000
3854.16 3575.43 21.2896 0.0290000 20.7571 0.0170000 20.3884 0.0170000     18.3940    0.110836
4333.48 3580.91 17.0856 0.0460000 16.9331 0.0550000 16.5554 0.0160000     2.98493    0.318227
2510.38 3586.41 17.7876 0.0190000 17.4221 0.0220000 17.2634 0.0150000     9.60489    0.443287
4005.00 3591.17 19.9966 0.0170000 19.7401 0.0410000 19.6754 0.0510000     8.95079   0.0890459
4382.07 3600.17 25.2626 0.0530000 25.1201 0.0670000 24.7794 0.0560000     0.00000     0.00000
3765.90 3620.05 17.2646 0.0360000 16.8261 0.0400000 16.4314 0.0170000     12.4186    0.928400
4191.31 3635.43 23.0846 0.0240000 23.0321 0.0180000 22.9054 0.0280000     7.74925   0.0117496
4287.24 3642.16 20.8506 0.0150000 20.5111 0.0180000 20.2484 0.0190000     11.8727   0.0727930
4769.56 3657.84 17.3256 0.0180000 17.1041 0.0230000 16.9144 0.0180000     5.11355    0.351264
4038.61 3662.64 18.1336 0.0380000 18.0391 0.0290000 17.9794 0.0140000     2.86052    0.153857
4042.92 3672.98 19.1266 0.0220000 18.6501 0.0260000 18.3924 0.0210000     14.4488    0.287995
4517.52 3687.01 18.8606 0.0210000 18.7001 0.0180000 18.5774 0.0210000     5.37594    0.129888
3933.94 3694.97 17.2116 0.0270000 16.8661 0.0380000 16.4644 0.0140000     8.75260    0.620898
3638.57 3695.23 15.9846 0.0690000 15.7361 0.0810000 15.3674 0.0570000     6.10097     1.08928
4943.65 3696.42 18.8256 0.0390000 18.5801 0.0240000 18.5414 0.0160000     7.94024    0.166565
3644.68 3718.09 20.2646 0.0220000 20.0401 0.0240000 19.8384 0.0240000     7.88829   0.0697299
3034.57 3747.28 19.2236 0.0260000 18.7941 0.0260000 18.6514 0.0190000     13.5731    0.229595
4270.92 3747.29 16.9226 0.0610000 16.8371 0.0590000 16.5334 0.0220000     1.08928    0.278330
3849.01 3747.75 19.0356 0.0150000 18.8791 0.0210000 18.8174 0.0140000     5.37589    0.116108
5087.13 3749.65 18.3486 0.0350000 18.1071 0.0190000 17.9654 0.0130000     7.48673    0.198125
1767.59 3763.68 18.5916 0.0300000 18.3721 0.0270000 18.2744 0.0170000     6.98574    0.172364
4252.66 3768.23 18.3696 0.0150000 18.1381 0.0240000 18.0084 0.0200000     7.19678    0.192636
3963.08 3783.79 23.2646 0.0380000 22.6661 0.0270000 22.2954 0.0270000     21.4138   0.0457162
4114.93 3786.78 18.6606 0.0140000 18.3301 0.0200000 18.1564 0.0180000     10.1806    0.227933
3537.93 3789.54 19.8746 0.0210000 19.6401 0.0170000 19.4684 0.0210000     8.19206   0.0887831
4471.28 3790.09 17.7296 0.0200000 17.6401 0.0140000 17.5694 0.0180000     2.42722    0.179936
3851.00 3814.50 15.1016 0.0160000 15.2631 0.0640000 15.1084 0.0500000    -8.10155    0.352348
2404.34 3838.50 19.6206 0.0220000 19.1861 0.0170000 18.9874 0.0130000     14.2490    0.187421
3985.45 3839.12 19.7616 0.0230000 19.3641 0.0250000 19.1324 0.0160000     13.2202    0.162710
1612.05 3840.67 17.0646 0.0460000 16.9681 0.0360000 16.7544 0.0160000     1.62657    0.265953
1735.15 3866.20 21.3196 0.0160000 21.2411 0.0250000 21.1614 0.0200000     4.47306   0.0254671
3664.60 3870.20 19.8926 0.0430000 19.6641 0.0300000 19.4514 0.0240000     7.98528   0.0862475
3669.63 3875.31 16.8676 0.0600000 16.4461 0.0690000 16.2294 0.0480000     12.3416     1.24447
3786.27 3886.84 19.7776 0.0170000 19.5411 0.0250000 19.3834 0.0140000     8.28310   0.0963957
3441.98 3900.90 19.9186 0.0230000 19.6031 0.0230000 19.4544 0.0140000     10.8322    0.118758
2288.71 3914.88 19.6566 0.0260000 19.2051 0.0250000 18.9794 0.0130000     14.7917    0.191766
2433.44 3917.65 17.8166 0.0260000 17.6771 0.0170000 17.6274 0.0120000     4.01046    0.194030
1442.83 3928.76 16.8976 0.0630000 16.7081 0.0620000 16.4514 0.0170000     3.63504    0.402220
3396.78 3936.35 23.1486 0.0320000 22.5751 0.0170000 22.3944 0.0200000     20.5696   0.0450660
3730.58 3962.50 19.6926 0.0200000 19.4371 0.0150000 19.2564 0.0150000     8.84771    0.110302
3057.22 3966.57 16.7636 0.0460000 16.4061 0.0190000 16.4624 0.0170000     9.64171    0.951855
3220.22 3971.70 15.3106 0.0660000 15.2111 0.0550000 15.0384 0.0520000    0.723914    0.921114
3025.37 3979.62 24.9746 0.0510000 24.4941 0.0330000 24.3614 0.0330000     21.1365   0.0145503
4295.54 3986.18 18.8746 0.0210000 18.5771 0.0170000 18.3994 0.0130000     9.55788    0.184106
4631.75 3996.81 17.1046 0.0450000 16.8871 0.0430000 16.5634 0.0140000     4.66521    0.392184
1245.47 3999.39 19.1976 0.0190000 19.0451 0.0150000 18.9904 0.0190000     5.36674    0.103231
4486.70 4026.88 18.6626 0.0240000 18.4781 0.0210000 18.3644 0.0160000     5.96922    0.153327
3796.16 4027.06 22.0126 0.0190000 21.8041 0.0190000 21.5364 0.0180000     8.88136   0.0262108
3815.82 4035.68 18.4426 0.0150000 18.2291 0.0180000 18.0174 0.0110000     6.69938    0.180308
3428.24 4040.58 21.9776 0.0130000 21.4751 0.0170000 21.2154 0.0160000     17.5537   0.0664498
2101.64 4061.05 23.4716 0.0260000 23.0411 0.0280000 22.8524 0.0310000     16.7506   0.0240705
3445.63 4066.73 24.4336 0.0430000 24.2831 0.0340000 24.2514 0.0420000     0.00000     0.00000
4000.24 4069.20 19.5386 0.0190000 19.2411 0.0280000 19.0154 0.0340000     10.0197    0.137932
4477.51 4076.94 21.8726 0.0190000 21.5921 0.0170000 21.4484 0.0190000     10.7726   0.0356047
4805.45 4077.38 25.0416 0.0700000 24.7561 0.0490000 24.6094 0.0560000     0.00000     0.00000
4472.45 4081.34 19.0716 0.0130000 18.8671 0.0130000 18.6944 0.0180000     6.86274    0.132942
2933.74 4085.55 16.7186 0.0770000 16.4441 0.0820000 16.0764 0.0400000     6.39137    0.662956
3321.33 4105.46 18.6886 0.0310000 18.4041 0.0240000 18.2524 0.0170000     9.03267    0.191804
1894.49 4108.50 19.3356 0.0240000 19.1481 0.0180000 19.0964 0.0120000     6.52860    0.107734
3583.56 4125.39 20.4406 0.0190000 19.8701 0.0220000 19.6444 0.0160000     18.9610    0.185186
1918.45 4140.91 17.1486 0.0460000 17.0161 0.0320000 16.7854 0.0180000     2.61663    0.285649
1080.71 4175.39 16.9546 0.0510000 16.7921 0.0350000 16.5854 0.0240000     3.03329    0.357307
1291.98 4199.94 16.6026 0.0450000 16.4471 0.0280000 16.3664 0.0160000     2.38762    0.433287
934.157 4206.82 16.8656 0.0580000 16.7541 0.0580000 16.4494 0.0240000     1.59861    0.314603
4038.50 4207.35 14.7026 0.0230000 14.5991 0.0140000 14.5724 0.0190000     0.00000     0.00000
2152.27 4233.85 23.8326 0.0290000 23.5361 0.0230000 23.3274 0.0190000     14.6146   0.0149117
321.619 4237.79 20.5256 0.0330000 20.2361 0.0350000 20.1224 0.0360000     10.1329   0.0741558
1160.66 4240.91 21.6906 0.0270000 21.4641 0.0170000 21.3384 0.0200000     9.02142   0.0326828
1376.42 4262.26 21.0946 0.0320000 20.9631 0.0260000 20.8694 0.0270000     5.70690   0.0337026
1953.24 4280.97 21.8696 0.0350000 21.6211 0.0180000 21.4404 0.0200000     9.82369   0.0315313
2295.46 4291.56 19.0546 0.0270000 18.7891 0.0160000 18.6334 0.0110000     8.70859    0.158698
2541.95 4294.49 22.0656 0.0270000 21.7861 0.0240000 21.6204 0.0200000     10.9066   0.0311647
3217.52 4297.61 20.1866 0.0210000 19.8891 0.0140000 19.7614 0.0140000     10.3718   0.0921237
4676.50 4307.48 22.2826 0.0250000 22.0381 0.0200000 21.8834 0.0180000     10.1988   0.0254503
4839.63 4313.27 21.0176 0.0230000 20.8291 0.0260000 20.7224 0.0130000     7.35559   0.0428251
2130.50 4316.15 19.5276 0.0150000 19.2081 0.0220000 19.0984 0.0170000     10.6820    0.147559
4522.93 4338.84 17.4506 0.0130000 17.3771 0.0150000 17.3084 0.0150000     1.74591    0.192892
5036.22 4339.10 16.8616 0.0520000 16.8481 0.0800000 16.4494 0.0180000   -0.674989    0.222015
