density,epsilon_ff,seed,time_myr,space,spread_metric,n_valid_bins,n_stars_in_band,n_interpolated_stars
0.1,0.03,00,2.0,H-R,0.2577726095131653,6,319,989
0.1,0.03,00,2.0,F070W-F200W,0.8722079656862766,6,321,989
0.1,0.03,00,2.5,H-R,0.3207719424899742,6,414,1238
0.1,0.03,00,2.5,F070W-F200W,1.1310360630110619,6,419,1238
0.1,0.03,00,3.0,H-R,0.37785395737830646,6,487,1428
0.1,0.03,00,3.0,F070W-F200W,1.3315306614082596,6,496,1428
0.1,0.03,00,3.5,H-R,0.425485706663636,6,569,1656
0.1,0.03,00,3.5,F070W-F200W,1.4721566091954024,6,597,1656
0.1,0.03,00,4.0,H-R,0.45582732087064254,6,673,1924
0.1,0.03,00,4.0,F070W-F200W,1.6079446110478053,6,712,1924
0.1,0.03,00,4.5,H-R,0.4854232021083859,6,755,2103
0.1,0.03,00,4.5,F070W-F200W,1.6881511705040555,6,811,2103
0.1,0.03,00,5.0,H-R,0.499128807150427,6,827,2303
0.1,0.03,00,5.0,F070W-F200W,1.7464289401366608,6,907,2303
0.1,0.03,00,5.5,H-R,0.509866239126472,6,914,2509
0.1,0.03,00,5.5,F070W-F200W,1.807404751638728,6,1008,2509
0.1,0.03,00,6.0,H-R,0.5284205669798983,6,1005,2693
0.1,0.03,00,6.0,F070W-F200W,1.895353534710055,6,1117,2693
0.1,0.03,00,6.5,H-R,0.5307755897248141,6,1090,2866
0.1,0.03,00,6.5,F070W-F200W,1.8795451839617476,6,1210,2866
0.1,0.03,00,7.0,H-R,0.4840230752774552,6,1121,2868
0.1,0.03,00,7.0,F070W-F200W,1.6967636365065386,6,1257,2868
0.1,0.03,00,7.5,H-R,0.4230688085196154,6,1159,2874
0.1,0.03,00,7.5,F070W-F200W,1.497545154876856,6,1309,2874
0.1,0.03,00,8.0,H-R,0.3694784902434361,6,1192,2876
0.1,0.03,00,8.0,F070W-F200W,1.3412116148062052,6,1343,2876
0.1,0.03,00,8.5,H-R,0.32896425704772203,6,1220,2879
0.1,0.03,00,8.5,F070W-F200W,1.2237553761994437,6,1385,2879
0.1,0.03,00,9.0,H-R,0.30356738219085394,6,1245,2878
0.1,0.03,00,9.0,F070W-F200W,1.1023389776004617,6,1414,2878
0.1,0.03,00,9.5,H-R,0.2826816092198994,6,1266,2880
0.1,0.03,00,9.5,F070W-F200W,1.014873225077869,6,1436,2880
0.1,0.03,00,10.0,H-R,0.26458615628584997,6,1290,2881
0.1,0.03,00,10.0,F070W-F200W,0.9306341157776625,6,1455,2881
0.1,0.03,00,10.5,H-R,0.24639860804531266,6,1310,2884
0.1,0.03,00,10.5,F070W-F200W,0.8569710518867991,6,1467,2884
0.1,0.03,00,11.0,H-R,0.23248331911990164,6,1319,2887
0.1,0.03,00,11.0,F070W-F200W,0.7923141393776474,6,1475,2887
0.1,0.03,00,11.5,H-R,0.22233131248366034,6,1330,2888
0.1,0.03,00,11.5,F070W-F200W,0.7437447195666994,6,1479,2888
0.1,0.03,00,12.0,H-R,0.21426222428823005,6,1339,2892
0.1,0.03,00,12.0,F070W-F200W,0.7042522133076584,6,1479,2892
0.1,0.03,00,12.5,H-R,0.2073430708716197,6,1346,2893
0.1,0.03,00,12.5,F070W-F200W,0.6619091024753629,6,1480,2893
0.1,0.03,00,13.0,H-R,0.19838259541163802,6,1348,2893
0.1,0.03,00,13.0,F070W-F200W,0.6150383593539651,6,1475,2893
0.1,0.03,00,13.5,H-R,0.19430685563781638,6,1355,2896
0.1,0.03,00,13.5,F070W-F200W,0.5870352843561385,6,1463,2896
0.1,0.03,00,14.0,H-R,0.1913917835921187,6,1362,2895
0.1,0.03,00,14.0,F070W-F200W,0.5724460597390314,6,1455,2895
0.1,0.03,00,14.5,H-R,0.18542356950044292,6,1365,2894
0.1,0.03,00,14.5,F070W-F200W,0.5504491634397661,6,1446,2894
0.1,0.03,00,15.0,H-R,0.180932381936772,6,1367,2896
0.1,0.03,00,15.0,F070W-F200W,0.5332249228395062,6,1439,2896
0.1,0.03,00,15.5,H-R,0.1780125267384757,6,1368,2895
0.1,0.03,00,15.5,F070W-F200W,0.5126794232474076,6,1433,2895
0.1,0.03,00,16.0,H-R,0.1726652997875391,6,1367,2898
0.1,0.03,00,16.0,F070W-F200W,0.49810473524242277,6,1421,2898
0.1,0.03,00,16.5,H-R,0.16986949312222213,6,1371,2898
0.1,0.03,00,16.5,F070W-F200W,0.49031519329612294,6,1415,2898
0.1,0.03,00,17.0,H-R,0.16752136551464303,6,1373,2900
0.1,0.03,00,17.0,F070W-F200W,0.47643959235752514,6,1406,2900
0.1,0.03,00,17.5,H-R,0.16241259677918887,6,1375,2901
0.1,0.03,00,17.5,F070W-F200W,0.4680194130291004,6,1396,2901
0.1,0.03,00,18.0,H-R,0.16169132373916886,6,1376,2902
0.1,0.03,00,18.0,F070W-F200W,0.49830178801342456,6,1390,2902
0.1,0.03,00,18.5,H-R,0.1608681893619014,6,1376,2898
0.1,0.03,00,18.5,F070W-F200W,0.445005295186359,6,1377,2898
0.1,0.03,00,19.0,H-R,0.15861494542723079,6,1377,2898
0.1,0.03,00,19.0,F070W-F200W,0.43398705678460087,6,1369,2898
0.1,0.03,00,19.5,H-R,0.15656769425450556,6,1376,2897
0.1,0.03,00,19.5,F070W-F200W,0.4173745162111526,6,1358,2897
0.1,0.03,00,20.0,H-R,0.15296125941730707,6,1322,2791
0.1,0.03,00,20.0,F070W-F200W,0.40016088572788683,6,1293,2791
0.1,0.1,00,1.0,H-R,0.08266483306085326,6,405,1267
0.1,0.1,00,1.0,F070W-F200W,0.21236419753086486,6,405,1267
0.1,0.1,00,1.5,H-R,0.15703446802367985,6,581,1820
0.1,0.1,00,1.5,F070W-F200W,0.5267065132934707,6,584,1820
0.1,0.1,00,2.0,H-R,0.24706574314764262,6,766,2363
0.1,0.1,00,2.0,F070W-F200W,0.8347302911083615,6,781,2363
0.1,0.1,00,2.5,H-R,0.3153537046745446,6,855,2547
0.1,0.1,00,2.5,F070W-F200W,1.0787168853636242,6,886,2547
0.1,0.1,00,3.0,H-R,0.338309641147251,6,897,2553
0.1,0.1,00,3.0,F070W-F200W,1.1268658494090946,6,935,2553
0.1,0.1,00,3.5,H-R,0.26888789456958667,6,936,2554
0.1,0.1,00,3.5,F070W-F200W,0.9269336543675433,6,997,2554
0.1,0.1,00,4.0,H-R,0.22094380545598727,6,965,2552
0.1,0.1,00,4.0,F070W-F200W,0.774837056418904,6,1068,2552
0.1,0.1,00,4.5,H-R,0.19191189836986047,6,1001,2553
0.1,0.1,00,4.5,F070W-F200W,0.6681734681222716,6,1125,2553
0.1,0.1,00,5.0,H-R,0.17702717636464224,6,1048,2557
0.1,0.1,00,5.0,F070W-F200W,0.6237215496998664,6,1179,2557
0.1,0.1,00,5.5,H-R,0.17094774484273778,6,1076,2559
0.1,0.1,00,5.5,F070W-F200W,0.6063751018805554,6,1242,2559
0.1,0.1,00,6.0,H-R,0.16282019895805608,6,1110,2562
0.1,0.1,00,6.0,F070W-F200W,0.5526697886851952,6,1284,2562
0.1,0.1,00,6.5,H-R,0.15709647406742144,6,1142,2562
0.1,0.1,00,6.5,F070W-F200W,0.5025159963386111,6,1312,2562
0.1,0.1,00,7.0,H-R,0.1507422849127055,6,1168,2563
0.1,0.1,00,7.0,F070W-F200W,0.46846744323910744,6,1340,2563
0.1,0.1,00,7.5,H-R,0.14646956971125122,6,1191,2566
0.1,0.1,00,7.5,F070W-F200W,0.4479125200519425,6,1358,2566
0.1,0.1,00,8.0,H-R,0.13949141709746105,6,1205,2567
0.1,0.1,00,8.0,F070W-F200W,0.42452920989789283,6,1363,2567
0.1,0.1,00,8.5,H-R,0.13571330023774766,6,1221,2567
0.1,0.1,00,8.5,F070W-F200W,0.4097035847940216,6,1367,2567
0.1,0.1,00,9.0,H-R,0.13142723209735482,6,1229,2568
0.1,0.1,00,9.0,F070W-F200W,0.38342067281739595,6,1373,2568
0.1,0.1,00,9.5,H-R,0.13177317889788162,6,1233,2569
0.1,0.1,00,9.5,F070W-F200W,0.3808677739664595,6,1365,2569
0.1,0.1,00,10.0,H-R,0.13384096117742586,6,1235,2569
0.1,0.1,00,10.0,F070W-F200W,0.3815223111692247,6,1357,2569
0.1,0.1,00,10.5,H-R,0.1329541498499748,6,1244,2569
0.1,0.1,00,10.5,F070W-F200W,0.3711529810037373,6,1354,2569
0.1,0.1,00,11.0,H-R,0.131216786708202,6,1249,2569
0.1,0.1,00,11.0,F070W-F200W,0.36525828706264846,6,1346,2569
0.1,0.1,00,11.5,H-R,0.12993951691534578,6,1252,2568
0.1,0.1,00,11.5,F070W-F200W,0.34513498540494797,6,1342,2568
0.1,0.1,00,12.0,H-R,0.13095092448904025,6,1253,2567
0.1,0.1,00,12.0,F070W-F200W,0.33865816842910973,6,1337,2567
0.1,0.1,00,12.5,H-R,0.13153783539609662,6,1255,2569
0.1,0.1,00,12.5,F070W-F200W,0.3388334774139545,6,1329,2569
0.1,0.1,00,13.0,H-R,0.13077338441993278,6,1256,2569
0.1,0.1,00,13.0,F070W-F200W,0.3310936645318628,6,1322,2569
0.1,0.1,00,13.5,H-R,0.1295802810976723,6,1257,2569
0.1,0.1,00,13.5,F070W-F200W,0.32144898624333046,6,1311,2569
0.1,0.1,00,14.0,H-R,0.13026613315923632,6,1257,2570
0.1,0.1,00,14.0,F070W-F200W,0.3150046497195638,6,1302,2570
0.1,0.1,00,14.5,H-R,0.13025774470403462,6,1256,2569
0.1,0.1,00,14.5,F070W-F200W,0.312003849563854,6,1296,2569
0.1,0.1,00,15.0,H-R,0.13138678531861583,6,1257,2569
0.1,0.1,00,15.0,F070W-F200W,0.31076144241746206,6,1288,2569
0.1,0.1,00,15.5,H-R,0.12973114223933724,6,1258,2570
0.1,0.1,00,15.5,F070W-F200W,0.30742723141747036,6,1285,2570
0.1,0.1,00,16.0,H-R,0.1286755359443377,6,1261,2571
0.1,0.1,00,16.0,F070W-F200W,0.30111042989417997,6,1280,2571
0.1,0.1,00,16.5,H-R,0.13016467879413499,6,1263,2571
0.1,0.1,00,16.5,F070W-F200W,0.3014705484814189,6,1271,2571
0.1,0.1,00,17.0,H-R,0.13011318685766013,6,1262,2570
0.1,0.1,00,17.0,F070W-F200W,0.29876638012697193,6,1262,2570
0.1,0.1,00,17.5,H-R,0.13009078566747379,6,1265,2570
0.1,0.1,00,17.5,F070W-F200W,0.2992810143265177,6,1255,2570
0.1,0.1,00,18.0,H-R,0.13100348386998453,6,1266,2572
0.1,0.1,00,18.0,F070W-F200W,0.29826436424793695,6,1249,2572
0.1,0.1,00,18.5,H-R,0.13116823158917504,6,1265,2570
0.1,0.1,00,18.5,F070W-F200W,0.29514327158529,6,1242,2570
0.1,0.1,00,19.0,H-R,0.13123901637825677,6,1265,2569
0.1,0.1,00,19.0,F070W-F200W,0.2972980808283259,6,1231,2569
0.1,0.1,00,19.5,H-R,0.130562053373662,6,1266,2568
0.1,0.1,00,19.5,F070W-F200W,0.29258552045890723,6,1219,2568
0.1,0.1,00,20.0,H-R,0.12944669336828563,6,1204,2453
0.1,0.1,00,20.0,F070W-F200W,0.2846295441308584,6,1154,2453
0.1,0.3,00,1.0,H-R,0.08198201898584233,6,753,2480
0.1,0.3,00,1.0,F070W-F200W,0.21484250826552329,6,755,2480
0.1,0.3,00,1.5,H-R,0.15747255369799748,6,772,2494
0.1,0.3,00,1.5,F070W-F200W,0.5297634109191097,6,780,2494
0.1,0.3,00,2.0,H-R,0.16901292782269475,6,803,2497
0.1,0.3,00,2.0,F070W-F200W,0.5356155592469541,6,827,2497
0.1,0.3,00,2.5,H-R,0.13751297840134485,6,849,2500
0.1,0.3,00,2.5,F070W-F200W,0.43304698250621954,6,894,2500
0.1,0.3,00,3.0,H-R,0.12301358858472616,6,887,2500
0.1,0.3,00,3.0,F070W-F200W,0.3773489639420588,6,934,2500
0.1,0.3,00,3.5,H-R,0.11425577325604545,6,929,2503
0.1,0.3,00,3.5,F070W-F200W,0.32043327242722786,6,990,2503
0.1,0.3,00,4.0,H-R,0.11698213821952226,6,958,2506
0.1,0.3,00,4.0,F070W-F200W,0.3205307703684597,6,1059,2506
0.1,0.3,00,4.5,H-R,0.12100233914970766,6,987,2508
0.1,0.3,00,4.5,F070W-F200W,0.32032513358519515,6,1128,2508
0.1,0.3,00,5.0,H-R,0.1233253983125603,6,1024,2509
0.1,0.3,00,5.0,F070W-F200W,0.32877003000485355,6,1179,2509
0.1,0.3,00,5.5,H-R,0.12084027675677468,6,1051,2513
0.1,0.3,00,5.5,F070W-F200W,0.3236866045441458,6,1202,2513
0.1,0.3,00,6.0,H-R,0.118648133056444,6,1076,2513
0.1,0.3,00,6.0,F070W-F200W,0.3194730151210508,6,1219,2513
0.1,0.3,00,6.5,H-R,0.11811230547653144,6,1108,2513
0.1,0.3,00,6.5,F070W-F200W,0.3115725720607226,6,1246,2513
0.1,0.3,00,7.0,H-R,0.1204772445494624,6,1129,2515
0.1,0.3,00,7.0,F070W-F200W,0.3162537144287147,6,1259,2515
0.1,0.3,00,7.5,H-R,0.11832829430251386,6,1139,2513
0.1,0.3,00,7.5,F070W-F200W,0.31465946191399813,6,1265,2513
0.1,0.3,00,8.0,H-R,0.1172430063382794,6,1149,2513
0.1,0.3,00,8.0,F070W-F200W,0.30257790488133346,6,1263,2513
0.1,0.3,00,8.5,H-R,0.11636843053589165,6,1158,2511
0.1,0.3,00,8.5,F070W-F200W,0.3072201410477682,6,1259,2511
0.1,0.3,00,9.0,H-R,0.11594962368831252,6,1162,2513
0.1,0.3,00,9.0,F070W-F200W,0.3058359456657695,6,1256,2513
0.1,0.3,00,9.5,H-R,0.1176990966061832,6,1168,2513
0.1,0.3,00,9.5,F070W-F200W,0.30723564553758437,6,1253,2513
0.1,0.3,00,10.0,H-R,0.11755065835199034,6,1172,2512
0.1,0.3,00,10.0,F070W-F200W,0.30146126980556875,6,1244,2512
0.1,0.3,00,10.5,H-R,0.11818403987029968,6,1180,2512
0.1,0.3,00,10.5,F070W-F200W,0.30185019687209635,6,1244,2512
0.1,0.3,00,11.0,H-R,0.11878103016545098,6,1182,2512
0.1,0.3,00,11.0,F070W-F200W,0.30032609986904496,6,1236,2512
0.1,0.3,00,11.5,H-R,0.11926512946552588,6,1185,2512
0.1,0.3,00,11.5,F070W-F200W,0.2994374327598785,6,1229,2512
0.1,0.3,00,12.0,H-R,0.11968836105517733,6,1186,2512
0.1,0.3,00,12.0,F070W-F200W,0.2983556438295019,6,1226,2512
0.1,0.3,00,12.5,H-R,0.11992444106484886,6,1187,2511
0.1,0.3,00,12.5,F070W-F200W,0.2974222661692876,6,1222,2511
0.1,0.3,00,13.0,H-R,0.11975193648079659,6,1187,2511
0.1,0.3,00,13.0,F070W-F200W,0.34031023507862795,6,1215,2511
0.1,0.3,00,13.5,H-R,0.12022690317405753,6,1187,2509
0.1,0.3,00,13.5,F070W-F200W,0.29492740258780675,6,1212,2509
0.1,0.3,00,14.0,H-R,0.12121615032856659,6,1187,2508
0.1,0.3,00,14.0,F070W-F200W,0.29615233219790876,6,1206,2508
0.1,0.3,00,14.5,H-R,0.12082363493646349,6,1190,2508
0.1,0.3,00,14.5,F070W-F200W,0.290808034140874,6,1194,2508
0.1,0.3,00,15.0,H-R,0.12183097610364331,6,1192,2508
0.1,0.3,00,15.0,F070W-F200W,0.29019280182094526,6,1188,2508
0.1,0.3,00,15.5,H-R,0.12143250971772868,6,1191,2509
0.1,0.3,00,15.5,F070W-F200W,0.2870361644554332,6,1178,2509
0.1,0.3,00,16.0,H-R,0.12184059998413861,6,1191,2508
0.1,0.3,00,16.0,F070W-F200W,0.28699915120772196,6,1174,2508
0.1,0.3,00,16.5,H-R,0.12261639491369469,6,1191,2506
0.1,0.3,00,16.5,F070W-F200W,0.2881557781239688,6,1168,2506
0.1,0.3,00,17.0,H-R,0.1225729236899105,6,1194,2507
0.1,0.3,00,17.0,F070W-F200W,0.2858874780190579,6,1165,2507
0.1,0.3,00,17.5,H-R,0.1226758244121245,6,1194,2507
0.1,0.3,00,17.5,F070W-F200W,0.28304215018530215,6,1161,2507
0.1,0.3,00,18.0,H-R,0.12346626015264572,6,1196,2508
0.1,0.3,00,18.0,F070W-F200W,0.2833882772906258,6,1155,2508
0.1,0.3,00,18.5,H-R,0.12410187013680463,6,1196,2506
0.1,0.3,00,18.5,F070W-F200W,0.27920183074982674,6,1143,2506
0.1,0.3,00,19.0,H-R,0.12424213726507356,6,1197,2507
0.1,0.3,00,19.0,F070W-F200W,0.27557292000049927,6,1137,2507
0.1,0.3,00,19.5,H-R,0.12385108018462916,6,1198,2509
0.1,0.3,00,19.5,F070W-F200W,0.2729238144648288,6,1129,2509
0.1,0.3,00,20.0,H-R,0.12373009074330221,6,1139,2380
0.1,0.3,00,20.0,F070W-F200W,0.2687831419661464,6,1054,2380
0.1,1.0,00,1.0,H-R,0.08028484748224936,6,745,2374
0.1,1.0,00,1.0,F070W-F200W,0.20406633576853248,6,745,2374
0.1,1.0,00,1.5,H-R,0.09207913327508392,6,765,2380
0.1,1.0,00,1.5,F070W-F200W,0.2658805615680615,6,797,2380
0.1,1.0,00,2.0,H-R,0.08352003992422019,6,811,2381
0.1,1.0,00,2.0,F070W-F200W,0.22288475539172303,6,861,2381
0.1,1.0,00,2.5,H-R,0.08521472859456981,6,850,2387
0.1,1.0,00,2.5,F070W-F200W,0.21698966420427426,6,910,2387
0.1,1.0,00,3.0,H-R,0.09071589113468125,6,897,2389
0.1,1.0,00,3.0,F070W-F200W,0.22351197755176036,6,947,2389
0.1,1.0,00,3.5,H-R,0.09655583621423237,6,914,2389
0.1,1.0,00,3.5,F070W-F200W,0.23695078465872665,6,1010,2389
0.1,1.0,00,4.0,H-R,0.10402022414360679,6,947,2395
0.1,1.0,00,4.0,F070W-F200W,0.249239126484975,6,1093,2395
0.1,1.0,00,4.5,H-R,0.1084507588770179,6,971,2393
0.1,1.0,00,4.5,F070W-F200W,0.2509808124142217,6,1131,2393
0.1,1.0,00,5.0,H-R,0.11155551228051852,6,996,2395
0.1,1.0,00,5.0,F070W-F200W,0.26079651384927754,6,1182,2395
0.1,1.0,00,5.5,H-R,0.11240225990158242,6,1018,2395
0.1,1.0,00,5.5,F070W-F200W,0.2633989499123315,6,1211,2395
0.1,1.0,00,6.0,H-R,0.1136609500440573,6,1034,2394
0.1,1.0,00,6.0,F070W-F200W,0.2753713492297072,6,1229,2394
0.1,1.0,00,6.5,H-R,0.11515524146566913,6,1056,2395
0.1,1.0,00,6.5,F070W-F200W,0.2845706261148173,6,1241,2395
0.1,1.0,00,7.0,H-R,0.11557076428409878,6,1070,2394
0.1,1.0,00,7.0,F070W-F200W,0.2909046152465879,6,1253,2394
0.1,1.0,00,7.5,H-R,0.11566151521986102,6,1076,2393
0.1,1.0,00,7.5,F070W-F200W,0.2952307918350903,6,1256,2393
0.1,1.0,00,8.0,H-R,0.11591219811137145,6,1087,2393
0.1,1.0,00,8.0,F070W-F200W,0.29511220770629265,6,1254,2393
0.1,1.0,00,8.5,H-R,0.11613620415944916,6,1092,2393
0.1,1.0,00,8.5,F070W-F200W,0.2966759212942458,6,1252,2393
0.1,1.0,00,9.0,H-R,0.11659540165615462,6,1096,2393
0.1,1.0,00,9.0,F070W-F200W,0.2970994799028386,6,1248,2393
0.1,1.0,00,9.5,H-R,0.11808428253820147,6,1097,2394
0.1,1.0,00,9.5,F070W-F200W,0.29727859276720164,6,1242,2394
0.1,1.0,00,10.0,H-R,0.11891852073579345,6,1100,2397
0.1,1.0,00,10.0,F070W-F200W,0.29570730487754765,6,1238,2397
0.1,1.0,00,10.5,H-R,0.11929645637380792,6,1102,2395
0.1,1.0,00,10.5,F070W-F200W,0.29583573334380997,6,1232,2395
0.1,1.0,00,11.0,H-R,0.12008757641426804,6,1103,2396
0.1,1.0,00,11.0,F070W-F200W,0.29444111334035544,6,1228,2396
0.1,1.0,00,11.5,H-R,0.12078826887543588,6,1104,2396
0.1,1.0,00,11.5,F070W-F200W,0.2922617714768612,6,1222,2396
0.1,1.0,00,12.0,H-R,0.12113957113108391,6,1105,2395
0.1,1.0,00,12.0,F070W-F200W,0.28837168431382726,6,1211,2395
0.1,1.0,00,12.5,H-R,0.12173937525599354,6,1105,2396
0.1,1.0,00,12.5,F070W-F200W,0.42237704231746864,6,1207,2396
0.1,1.0,00,13.0,H-R,0.12200571741393189,6,1106,2393
0.1,1.0,00,13.0,F070W-F200W,0.37390528668978984,6,1201,2393
0.1,1.0,00,13.5,H-R,0.12270405659157424,6,1107,2394
0.1,1.0,00,13.5,F070W-F200W,0.2830097628360339,6,1196,2394
0.1,1.0,00,14.0,H-R,0.1229519840403938,6,1108,2397
0.1,1.0,00,14.0,F070W-F200W,0.27935783764334793,6,1189,2397
0.1,1.0,00,14.5,H-R,0.12310345876771955,6,1107,2393
0.1,1.0,00,14.5,F070W-F200W,0.27942734072399045,6,1185,2393
0.1,1.0,00,15.0,H-R,0.12341866336138989,6,1107,2396
0.1,1.0,00,15.0,F070W-F200W,0.27650237117564647,6,1175,2396
0.1,1.0,00,15.5,H-R,0.12369607614538965,6,1108,2394
0.1,1.0,00,15.5,F070W-F200W,0.2754110608922102,6,1167,2394
0.1,1.0,00,16.0,H-R,0.12399512530823405,6,1108,2395
0.1,1.0,00,16.0,F070W-F200W,0.27483296155749964,6,1163,2395
0.1,1.0,00,16.5,H-R,0.12454753650373389,6,1108,2396
0.1,1.0,00,16.5,F070W-F200W,0.2742248501968853,6,1154,2396
0.1,1.0,00,17.0,H-R,0.1247945301064007,6,1108,2395
0.1,1.0,00,17.0,F070W-F200W,0.27252964227310955,6,1146,2395
0.1,1.0,00,17.5,H-R,0.12523163885996902,6,1109,2395
0.1,1.0,00,17.5,F070W-F200W,0.2731826427205902,6,1141,2395
