grid,filename,log_age,status,original_rows,added_rows,final_rows,original_min_mass,added_min_mass,added_max_mass,final_min_mass,final_max_mass,boundary_logt_jump,boundary_logl_jump,boundary_logg_jump,message
z015_norot,iso_6.39.dat,6.39,updated,2477,7,2484,0.07,0.01,0.06,0.01,303.591,0.005320853004237236,0.11613755868544273,-0.028137558685442876,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.40.dat,6.4,updated,2326,7,2333,0.07,0.01,0.06,0.01,259.154,0.005420853004237447,0.11493553149606117,-0.025935531496060982,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.41.dat,6.41,updated,2175,7,2182,0.07,0.01,0.06,0.01,221.577,0.0052694517540015084,0.1130308003233611,-0.025261600646722115,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.42.dat,6.42,updated,2063,7,2070,0.07,0.01,0.06,0.01,193.454,0.0052694517540015084,0.11170839200224858,-0.0236041960011244,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.43.dat,6.43,updated,2017,7,2024,0.07,0.01,0.06,0.01,175.647,0.0052694517540015084,0.1110598343049991,-0.022119668609998033,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.44.dat,6.44,updated,1957,7,1964,0.07,0.01,0.06,0.01,159.564,0.005369451754001275,0.10953943661971333,-0.020919718309856616,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.45.dat,6.45,updated,1909,7,1916,0.07,0.01,0.06,0.01,145.89,0.005369451754001275,0.1070641381704509,-0.01906413817045083,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.46.dat,6.46,updated,1886,7,1893,0.07,0.01,0.06,0.01,135.116,0.005369451754001275,0.10646181886508543,-0.017523637730170627,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.47.dat,6.47,updated,1861,7,1868,0.07,0.01,0.06,0.01,125.138,0.0052215007888056775,0.10405509566574933,-0.016055095665749253,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.48.dat,6.48,updated,1849,7,1856,0.07,0.01,0.06,0.01,116.52,0.005418103266007446,0.10164501748251387,-0.012745017482513887,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.49.dat,6.49,updated,1827,7,1834,0.07,0.01,0.06,0.01,109.314,0.005418103266007446,0.099572368421045,-0.01057236842104503,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.50.dat,6.5,updated,1804,7,1811,0.07,0.01,0.06,0.01,102.554,0.005518103266007657,0.09643836652381288,-0.0074383665238126895,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.51.dat,6.51,updated,1937,7,1944,0.07,0.01,0.06,0.01,96.177,0.005461028262500278,0.09337720033528463,-0.003377200335284325,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.52.dat,6.52,updated,1908,7,1915,0.07,0.01,0.06,0.01,90.225,0.005566807503493809,0.08946336537683952,0.00045940706035407786,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.53.dat,6.53,updated,1879,7,1886,0.07,0.01,0.06,0.01,84.676,0.005566807503493809,0.08531028354470416,0.0038046691978452785,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.54.dat,6.54,updated,1877,7,1884,0.07,0.01,0.06,0.01,80.336,0.005762948607066498,0.07905306122447908,0.009946938775520664,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.55.dat,6.55,updated,1812,7,1819,0.07,0.01,0.06,0.01,76.219,0.00571556442973753,0.07406496815285468,0.015135031847145264,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.56.dat,6.56,updated,1792,7,1799,0.07,0.01,0.06,0.01,72.343,0.00571556442973753,0.0691343949044474,0.021865605095553242,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.57.dat,6.57,updated,1772,7,1779,0.07,0.01,0.06,0.01,68.635,0.005769464322167295,0.06139795663051406,0.028635717264400284,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.58.dat,6.58,updated,1750,7,1757,0.07,0.01,0.06,0.01,65.118,0.005864374008052398,0.05534469787913676,0.03475530212086353,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.59.dat,6.59,updated,1729,7,1736,0.07,0.01,0.06,0.01,61.78,0.005917631203283147,0.049267325243189886,0.041732674756810084,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.60.dat,6.6,updated,1697,7,1704,0.07,0.01,0.06,0.01,58.761,0.005860871941798074,0.04407620409058999,0.04692379590940954,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.61.dat,6.61,updated,1673,7,1680,0.07,0.01,0.06,0.01,56.1,0.005796232932841594,0.04048433614117464,0.05041708784599175,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.62.dat,6.62,updated,1647,7,1654,0.07,0.01,0.06,0.01,53.559,0.005845691697913047,0.037339833396415,0.053660166603584525,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.63.dat,6.63,updated,1622,7,1629,0.07,0.01,0.06,0.01,51.112,0.005802333112406188,0.03759247553015377,0.05436194942906525,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.64.dat,6.64,updated,1609,7,1616,0.07,0.01,0.06,0.01,49.001,0.005938351636868067,0.03786109671397764,0.054006426868487445,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.65.dat,6.65,updated,1601,7,1608,0.07,0.01,0.06,0.01,47.174,0.0058267330436527764,0.038493076459933384,0.051506923540066474,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.66.dat,6.66,updated,1610,7,1617,0.07,0.01,0.06,0.01,45.396,0.005840121639607343,0.0405171529968158,0.05038170347006332,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.67.dat,6.67,updated,1593,7,1600,0.07,0.01,0.06,0.01,43.704,0.005781485978888501,0.04343561859729195,0.047309929078046764,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.68.dat,6.68,updated,1574,7,1581,0.07,0.01,0.06,0.01,42.057,0.00581787721152649,0.045644899746053236,0.044349487785690034,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.69.dat,6.69,updated,1556,7,1563,0.07,0.01,0.06,0.01,40.489,0.005702811102398897,0.04679999999997064,0.042300000000031535,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.70.dat,6.7,updated,1550,7,1557,0.07,0.01,0.06,0.01,39.109,0.005697135935969211,0.04843438639122355,0.04056561360877664,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.71.dat,6.71,updated,1543,7,1550,0.07,0.01,0.06,0.01,37.84,0.005738380580327274,0.05158534166416007,0.039069632053981174,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.72.dat,6.72,updated,1538,7,1545,0.07,0.01,0.06,0.01,36.628,0.00564073841729007,0.05236884417222876,0.03769509089144618,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.73.dat,6.73,updated,1527,7,1534,0.07,0.01,0.06,0.01,35.439,0.005650230671221834,0.05420409914201274,0.03568789323167865,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.74.dat,6.74,updated,1518,7,1525,0.07,0.01,0.06,0.01,34.304,0.005807246632556939,0.056396854146779196,0.034741849380392154,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.75.dat,6.75,updated,1490,7,1497,0.07,0.01,0.06,0.01,33.191,0.005966912632181742,0.05776389226594136,0.03323888525206309,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.76.dat,6.76,updated,1480,7,1487,0.07,0.01,0.06,0.01,32.114,0.0059065789368975,0.060622693472845546,0.030560176260012284,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.77.dat,6.77,updated,1479,7,1486,0.07,0.01,0.06,0.01,31.188,0.006034810430649351,0.06193650454299848,0.029906841261386763,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.78.dat,6.78,updated,1479,7,1486,0.07,0.01,0.06,0.01,30.303,0.006068007453622126,0.06421676465345638,0.02773579191166231,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.79.dat,6.79,updated,1478,7,1485,0.07,0.01,0.06,0.01,29.442,0.006129040655285856,0.0648025371828258,0.02657419072618783,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.80.dat,6.8,updated,1479,7,1486,0.07,0.01,0.06,0.01,28.606,0.0062994513474787794,0.06707281223446881,0.025506202209033546,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.81.dat,6.81,updated,1472,7,1479,0.07,0.01,0.06,0.01,27.794,0.006472322610037828,0.06831784197108681,0.024711554800367797,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.82.dat,6.82,updated,1461,7,1468,0.07,0.01,0.06,0.01,27.004,0.006496972887569008,0.07055764939248665,0.023399454500399486,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.83.dat,6.83,updated,1456,7,1463,0.07,0.01,0.06,0.01,26.237,0.006373386677883897,0.07050233903625869,0.022628250268644567,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.84.dat,6.84,updated,1449,7,1456,0.07,0.01,0.06,0.01,25.492,0.006353863273650617,0.07127342870918385,0.021726571290816565,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.85.dat,6.85,updated,1443,7,1450,0.07,0.01,0.06,0.01,24.799,0.006353863273650617,0.07162563896476959,0.02047436103523026,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.86.dat,6.86,updated,1437,7,1444,0.07,0.01,0.06,0.01,24.196,0.006353863273650617,0.0723363809071218,0.019663619092878726,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.87.dat,6.87,updated,1431,7,1438,0.07,0.01,0.06,0.01,23.597,0.00650338797194383,0.07491939333279363,0.019080606667206013,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.88.dat,6.88,updated,1440,7,1447,0.07,0.01,0.06,0.01,23.013,0.00650338797194383,0.07569774424510367,0.01760225575489649,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.89.dat,6.89,updated,1427,7,1434,0.07,0.01,0.06,0.01,22.406,0.00650338797194383,0.07605004549587968,0.017649954504120657,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.90.dat,6.9,updated,1414,7,1421,0.07,0.01,0.06,0.01,21.843,0.006652964168326392,0.07687564575643169,0.01712435424356773,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.91.dat,6.91,updated,1403,7,1410,0.07,0.01,0.06,0.01,21.329,0.006652964168326392,0.07670774907746436,0.01649225092253559,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.92.dat,6.92,updated,1393,7,1400,0.07,0.01,0.06,0.01,20.828,0.006661060666604435,0.07802470806501582,0.015697762741486265,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.93.dat,6.93,updated,1372,7,1379,0.07,0.01,0.06,0.01,20.338,0.006702591898282595,0.07904684159375552,0.014953158406244782,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.94.dat,6.94,updated,1364,7,1371,0.07,0.01,0.06,0.01,19.884,0.006702591898282595,0.07968076923074419,0.014319230769254787,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.95.dat,6.95,updated,1367,7,1374,0.07,0.01,0.06,0.01,19.506,0.006842426038323968,0.08034235567770542,0.012857644322294526,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.96.dat,6.96,updated,1366,7,1373,0.07,0.01,0.06,0.01,19.135,0.006852271197335558,0.0806314324578592,0.013168567542140686,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.97.dat,6.97,updated,1367,7,1374,0.07,0.01,0.06,0.01,18.771,0.006752271197335791,0.08097232536667631,0.013044907169991404,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.98.dat,6.98,updated,1369,7,1376,0.07,0.01,0.06,0.01,18.414,0.006658649122661675,0.08218342653785093,0.012816573462148817,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_6.99.dat,6.99,updated,1364,7,1371,0.07,0.01,0.06,0.01,18.063,0.006802002101043758,0.08152978530387589,0.012670214696124837,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.00.dat,7.0,updated,1357,7,1364,0.07,0.01,0.06,0.01,17.72,0.006802002101043758,0.08216280115962515,0.01190347895633792,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.01.dat,7.01,updated,1492,7,1499,0.07,0.01,0.06,0.01,17.382,0.006811803821509699,0.08328905196348169,0.011645497818354222,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.02.dat,7.02,updated,1483,7,1490,0.07,0.01,0.06,0.01,17.05,0.006851784645002468,0.08381008560461956,0.010189914395380306,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.03.dat,7.03,updated,1453,7,1460,0.07,0.01,0.06,0.01,16.75,0.006851784645002468,0.08360351734242455,0.010436834391818195,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.04.dat,7.04,updated,1454,7,1461,0.07,0.01,0.06,0.01,16.465,0.006854370060000559,0.08515532286210448,0.009844677137895275,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.05.dat,7.05,updated,1451,7,1458,0.07,0.01,0.06,0.01,16.181,0.00699964282033072,0.08478132635250546,0.009318673647494613,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.06.dat,7.06,updated,1448,7,1455,0.07,0.01,0.06,0.01,15.901,0.0070016188648440725,0.08444601463224322,0.009553985367756646,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.07.dat,7.07,updated,1451,7,1458,0.07,0.01,0.06,0.01,15.626,0.0070016188648440725,0.08566360593014855,0.01004275466286586,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.08.dat,7.08,updated,1449,7,1456,0.07,0.01,0.06,0.01,15.356,0.007129973475797691,0.08620732865006042,0.009792671349940107,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.09.dat,7.09,updated,1441,7,1448,0.07,0.01,0.06,0.01,15.095,0.00705150479623784,0.08580594339620129,0.008693396226442829,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.10.dat,7.1,updated,1415,7,1422,0.07,0.01,0.06,0.01,14.842,0.007062330028191344,0.08739175257729181,0.008347422680436978,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.11.dat,7.11,updated,1410,7,1417,0.07,0.01,0.06,0.01,14.597,0.007101442474890973,0.08784832852218427,0.008151671477816258,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.12.dat,7.12,updated,1403,7,1410,0.07,0.01,0.06,0.01,14.36,0.007191293993041636,0.08779093683526318,0.008008156848263503,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.13.dat,7.13,updated,1397,7,1404,0.07,0.01,0.06,0.01,14.123,0.00725467582131456,0.08869461242438392,0.008283763972905867,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.14.dat,7.14,updated,1404,7,1411,0.07,0.01,0.06,0.01,13.909,0.007392150835563882,0.0886409015942573,0.007421220450825494,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.15.dat,7.15,updated,1408,7,1415,0.07,0.01,0.06,0.01,13.716,0.007401473216981369,0.08864307187753706,0.0073569281224630245,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.16.dat,7.16,updated,1410,7,1417,0.07,0.01,0.06,0.01,13.523,0.007514880887598441,0.0900561390800152,0.006699474827986052,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.17.dat,7.17,updated,1406,7,1413,0.07,0.01,0.06,0.01,13.335,0.0075502469322343835,0.0904154663305472,0.0065845336694527745,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.18.dat,7.18,updated,1409,7,1416,0.07,0.01,0.06,0.01,13.151,0.007609954507711958,0.09074891110314987,0.006651088896849622,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.19.dat,7.19,updated,1410,7,1417,0.07,0.01,0.06,0.01,12.969,0.00774401110517875,0.09147429489465209,0.006525705105348223,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.20.dat,7.2,updated,1438,7,1445,0.07,0.01,0.06,0.01,12.785,0.007751908329341806,0.09203952287695483,0.005960477123045038,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.21.dat,7.21,updated,1439,7,1446,0.07,0.01,0.06,0.01,12.608,0.0077603587400649765,0.09251839689262686,0.005503442796635838,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.22.dat,7.22,updated,1419,7,1426,0.07,0.01,0.06,0.01,12.434,0.00779251362608635,0.09261090238761538,0.006289097612384609,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.23.dat,7.23,updated,1418,7,1425,0.07,0.01,0.06,0.01,12.261,0.007852458155802822,0.09257093897531732,0.006383248819745724,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.24.dat,7.24,updated,1416,7,1423,0.07,0.01,0.06,0.01,12.088,0.007979892951218481,0.0929283401514236,0.006071659848576161,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.25.dat,7.25,updated,1390,7,1397,0.07,0.01,0.06,0.01,11.915,0.00811021561862768,0.09394137304126682,0.005772764262860441,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.26.dat,7.26,updated,1384,7,1391,0.07,0.01,0.06,0.01,11.737,0.008064781936008014,0.09449195126134402,0.0055080487386565125,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.27.dat,7.27,updated,1382,7,1389,0.07,0.01,0.06,0.01,11.581,0.008193885618402508,0.09401462158912821,0.005985378410871434,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.28.dat,7.28,updated,1375,7,1382,0.07,0.01,0.06,0.01,11.414,0.008222365595457415,0.09418633842475144,0.005902295417723025,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.29.dat,7.29,updated,1362,7,1369,0.07,0.01,0.06,0.01,11.232,0.008250296115632771,0.09538408010859323,0.005254327902266098,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.30.dat,7.3,updated,1344,7,1351,0.07,0.01,0.06,0.01,11.052,0.008304743952608717,0.09458098055788033,0.004648774302649983,Prepended 7 Baraffe rows below 0.070000 Msun.
z015_norot,iso_7.31.dat,7.31,updated,1337,7,1344,0.07,0.01,0.06,0.01,10.899,0.008330175089659164,0.09532824686331454,0.004504577823016831,Prepended 7 Baraffe rows below 0.070000 Msun.
